Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
GATA3		10p14	AMP	4	3579	0.1%	Yes
DIS3		13q21.33	AMP	5	3578	0.1%	Yes
CDKN1C		11p15.4	HOMDEL	2	1100	0.2%	No
KMT2A		11q23.3	HOMDEL	1	3611	<0.1%	Yes
BARD1		2q35	HOMDEL	4	3169	0.1%	Yes
SMO		7q32.1	HOMDEL	4	3602	0.1%	Yes
FOXO1		13q14.11	HOMDEL	15	2358	0.6%	Yes
PRAME		22q11.22	HOMDEL	1	410	0.2%	No
NTHL1		16p13.3	AMP	3	2405	0.1%	Yes
TCF7L2		10q25.2-q25.3	AMP	2	3322	<0.1%	Yes
INSR		19p13.2	HOMDEL	2	2456	<0.1%	Yes
PIK3CB		3q22.3	AMP	2	2449	<0.1%	Yes
CRKL		22q11.21	HOMDEL	8	3611	0.2%	Yes
KMT2A		11q23.3	AMP	4	3611	0.1%	Yes
SOX17		8q11.23	AMP	15	2418	0.6%	Yes
XBP1		22q12.1|22q12	AMP	1	74	1.4%	Yes
TEK		9p21.2	AMP	4	1754	0.2%	Yes
SMARCB1		22q11.23|22q11	HOMDEL	43	3633	1.2%	Yes
MAP2K1		15q22.31	AMP	1	3602	<0.1%	Yes
RET		10q11.21	AMP	1	3633	<0.1%	Yes
SMC3		10q25.2	AMP	1	1143	<0.1%	Yes
POLE		12q24.33	HOMDEL	2	3108	<0.1%	Yes
ERCC4		16p13.12	AMP	6	3495	0.2%	Yes
CBL		11q23.3	HOMDEL	2	3633	<0.1%	Yes
GLI1		12q13.3	AMP	119	3360	3.5%	Yes
MYC		8q24.21	AMP	95	3633	2.6%	Yes
GREM1		15q13.3	HOMDEL	5	3083	0.2%	Yes
GATA4		8p23.1	AMP	2	1078	0.2%	Yes
SMO		7q32.1	AMP	5	3602	0.1%	Yes
IRS2		13q34	HOMDEL	2	2511	<0.1%	Yes
PIM1		6p21.2	AMP	34	3594	0.9%	Yes
DOT1L		19p13.3	AMP	7	2511	0.3%	Yes
KMT2B		19q13.12	HOMDEL	2	1753	0.1%	Yes
CHEK1		11q24.2	HOMDEL	3	3192	<0.1%	Yes
NEIL2		8p23.1	AMP	2	659	0.3%	No
TSHR		14q31.1	AMP	5	3167	0.2%	Yes
MED12		Xq13.1	HOMDEL	9	3191	0.3%	Yes
MAP2K2		19p13.3	AMP	13	3192	0.4%	Yes
KDM6A		Xp11.3	HOMDEL	9	3580	0.3%	Yes
GID4		17p11.2|17p11.2	AMP	7	85	8.2%	Yes
ERG		21q22.2	HOMDEL	4	3201	0.1%	Yes
GATA1		Xp11.23	AMP	9	2509	0.4%	Yes
CUL3		2q36.2	AMP	1	2427	<0.1%	Yes
SLX4		16p13.3	HOMDEL	2	2427	<0.1%	Yes
H3F3C		12p11.21	HOMDEL	2	2418	<0.1%	Yes
ZRSR2		Xp22.2	HOMDEL	16	3396	0.5%	Yes
PIK3CD		1p36.22	AMP	2	2449	<0.1%	Yes
NOD1		7p14.3	AMP	1	64	1.6%	Yes
NSD3		8p11.23	AMP	30	2438	1.2%	Yes
EWSR1		22q12.2	HOMDEL	2	1184	0.2%	Yes
FANCC		9q22.32	HOMDEL	3	3579	<0.1%	Yes
SOCS1		16p13.13	HOMDEL	2	3579	<0.1%	Yes
KRAS		12p12.1	AMP	22	3633	0.6%	Yes
TERC		3q26.2	AMP	2	303	0.7%	Yes
RAB35		12q24.23	AMP	5	2253	0.2%	Yes
PTPRO		12p12.3|12p13-p12	AMP	2	69	2.9%	Yes
SDHA		5p15.33	HOMDEL	10	3452	0.3%	Yes
PARP1		1q42.12	AMP	6	2509	0.2%	Yes
ZRSR2		Xp22.2	AMP	12	3396	0.4%	Yes
GATA2		3q21.3	AMP	3	3189	<0.1%	Yes
HELQ		4q21.23	HOMDEL	1	659	0.2%	No
HIST1H3G		6p22.2	HOMDEL	8	2260	0.4%	Yes
PIK3CG		7q22.3	AMP	1	2509	<0.1%	Yes
ARID5B		10q21.2	AMP	1	2425	<0.1%	Yes
FOXP1		3p13	HOMDEL	6	2527	0.2%	Yes
NSD1		5q35.3	AMP	14	3198	0.4%	Yes
PRSS1		7q34	HOMDEL	1	665	0.2%	Yes
CD79B		17q23.3	HOMDEL	2	3610	<0.1%	Yes
NPM1		5q35.1	HOMDEL	3	3611	<0.1%	Yes
BCL2L11		2q13	HOMDEL	2	2418	<0.1%	Yes
TRAF7		16p13.3	HOMDEL	2	3077	<0.1%	Yes
AKT1		14q32.33	HOMDEL	9	3633	0.2%	Yes
GATA2		3q21.3	HOMDEL	6	3189	0.2%	Yes
FGFR3		4p16.3	HOMDEL	9	3633	0.2%	Yes
CDKN1A		6p21.2	HOMDEL	2	3527	<0.1%	Yes
GNAS		20q13.32	AMP	14	3602	0.4%	Yes
PIM1		6p21.2	HOMDEL	2	3594	<0.1%	Yes
RICTOR		5p13.1	AMP	25	3192	0.8%	Yes
JAZF1		7p15.2-p15.1	AMP	2	690	0.3%	Yes
NKX3-1		8p21.2	AMP	8	3077	0.3%	Yes
YES1		18p11.32	HOMDEL	6	2418	0.2%	Yes
ICOSLG		21q22.3	AMP	10	2418	0.4%	Yes
MGA		15q15.1	HOMDEL	7	2919	0.2%	Yes
SUFU		10q24.32	HOMDEL	9	3580	0.3%	Yes
POLD1		19q13.33	HOMDEL	5	2921	0.2%	Yes
CYLD		16q12.1	HOMDEL	15	2829	0.5%	Yes
PTPRS		19p13.3	AMP	11	2418	0.5%	Yes
TAP1		6p21.32	HOMDEL	2	1746	0.1%	Yes
CBFB		16q22.1	HOMDEL	12	3200	0.4%	Yes
SLX4		16p13.3	AMP	3	2427	0.1%	Yes
PIK3R2		19p13.11	AMP	10	2539	0.4%	Yes
SDHAF2		11q12.2	AMP	3	3487	<0.1%	Yes
BARD1		2q35	AMP	1	3169	<0.1%	Yes
CTNNB1		3p22.1	HOMDEL	3	3633	<0.1%	Yes
